date, pm25, pm10, o3, no2, so2, co
2015/07/16, -1, 15, 13, 7, 3, 5
2015/07/17, -1, 16, 14, 5, 2, 4
2015/07/18, -1, 14, 13, 6, 4, 5
2015/07/19, -1, 15, 11, 6, 3, 5
2015/07/20, -1, 17, 17, 6, 7, 4
2015/07/21, -1, 16, 19, 8, 3, 5
2015/07/22, -1, 20, 23, 7, 3, 5
2015/07/23, -1, 18, 32, 9, 6, 5
2015/07/24, -1, 24, 29, 8, 3, 4
2015/07/25, -1, 29, 18, 6, 3, 4
2015/07/26, -1, 28, 12, 9, 3, 7
2015/07/27, -1, 29, 12, 7, 7, 7
2015/07/28, -1, 24, 14, 11, 3, 7
2015/07/29, -1, 22, 19, 10, 3, 5
2015/07/30, -1, 22, 18, 9, 2, 4
2015/07/31, -1, 19, 19, 11, 3, 5
2015/08/01, -1, 17, 11, 9, 2, 6
2015/08/02, -1, 19, 12, 11, 4, 7
2015/08/03, -1, 23, 20, 10, 3, 7
2015/08/04, -1, 23, 26, 11, 3, 5
2015/08/05, -1, 19, 23, 11, 3, 8
2015/08/06, -1, 17, 31, 14, 3, 6
2015/08/07, -1, 23, 25, 12, 3, 5
2015/08/08, -1, 19, 28, 11, 2, 8
2015/08/09, -1, 21, 28, 13, 3, 8
2015/08/10, -1, 23, 30, 13, 2, 6
2015/08/11, -1, 22, 21, 11, 2, 7
2015/08/12, -1, 26, 19, 17, 3, 9
2015/08/13, -1, 27, 37, 14, 4, 7
2015/08/14, -1, 24, 24, 12, 3, 6
2015/08/15, -1, 22, 33, 10, 3, 7
2015/08/16, -1, 26, 24, 10, 3, 7
2015/08/17, -1, 23, 19, 12, 3, 7
2015/08/18, -1, 23, 18, 9, 4, 7
2015/08/19, -1, 20, 27, 10, 4, 8
2015/08/20, -1, 19, 18, 12, 3, 7
2015/08/21, -1, 16, 21, 10, 4, 6
2015/08/22, -1, 14, 21, 11, 4, 6
2015/08/23, -1, 16, 19, 10, 4, 7
2015/08/24, -1, 17, 18, 9, 3, 6
2015/08/25, -1, 17, 19, 11, 4, 7
2015/08/26, -1, 16, 22, 12, 3, 7
2015/08/27, -1, 18, 21, 13, 3, 7
2015/08/28, -1, 21, 22, 12, 3, 6
2015/08/29, -1, 17, 23, 9, 3, 6
2015/08/30, -1, 16, 22, 11, 3, 7
2015/08/31, -1, 18, 15, 12, 4, 8
2015/09/01, -1, 16, 22, 11, 3, 8
2015/09/02, -1, 15, 30, 13, 3, 9
2015/09/03, -1, 20, 31, 17, 4, 11
2015/09/04, -1, 23, 23, 15, 3, 9
2015/09/05, -1, 20, 27, 12, 4, 9
2015/09/06, -1, 15, 17, 11, 3, 10
2015/09/07, -1, 14, 16, 10, 4, 8
2015/09/08, -1, 14, 23, 12, 4, 9
2015/09/09, -1, 15, 10, 20, 4, 11
2015/09/10, -1, 22, 13, 19, 4, 12
2015/09/11, -1, 21, 22, 14, 5, 11
2015/09/12, -1, 22, 20, 11, 3, 9
2015/09/13, -1, 19, 13, 10, 4, 9
2015/09/14, -1, 14, 7, 13, 4, 11
2015/09/15, -1, 19, 17, 13, 4, 11
2015/09/16, -1, 14, 7, 15, 4, 11
2015/09/17, -1, 16, 14, 10, 4, 10
2015/09/18, -1, 16, 38, 17, 4, 10
2015/09/19, -1, 25, 34, 25, 4, 14
2015/09/20, -1, 56, 27, 20, 4, 12
2015/09/21, -1, 53, 17, 13, 6, 8
2015/09/22, -1, 30, 12, 14, 6, 10
2015/09/23, -1, 22, 16, 11, 5, 8
2015/09/24, -1, 17, 19, 13, 11, 9
2015/09/25, -1, 16, 18, 15, 6, 7
2015/09/26, -1, 15, 28, 13, 7, 6
2015/09/27, -1, 19, 23, 16, 14, 9
2015/09/28, -1, 19, 24, 20, 5, 10
2015/09/29, -1, 23, 34, 24, 3, 10
2015/09/30, -1, 32, 17, 25, 6, 10
2015/10/01, -1, 27, 6, 27, 5, 14
2015/10/02, -1, 28, 7, 28, 5, 11
2015/10/03, -1, 25, 7, 19, 6, 13
2015/10/04, -1, 20, 7, 12, 4, 10
2015/10/05, -1, 18, 7, 14, 4, 11
2015/10/06, -1, 21, 19, 17, 5, 13
2015/10/07, -1, 26, 18, 13, 4, 10
2015/10/08, -1, 21, 5, 15, 5, 12
2015/10/09, -1, 21, 12, 15, 5, 11
2015/10/10, -1, 24, 15, 13, 5, 11
2015/10/11, -1, 20, 17, 16, 5, 10
2015/10/12, -1, 20, 22, 19, 6, 10
2015/10/13, -1, 26, 36, 17, 4, 9
2015/10/14, -1, 29, 34, 19, 5, 10
2015/10/15, -1, 31, 31, 23, 8, 14
2015/10/16, -1, 33, 36, 28, 7, 16
2015/10/17, -1, 39, 39, 18, 6, 10
2015/10/18, -1, 38, 32, 22, 7, 14
2015/10/19, -1, 42, 29, 18, 7, 14
2015/10/20, -1, 42, 34, 18, 11, 12
2015/10/21, -1, 31, 18, 29, 8, 20
2015/10/22, -1, 37, 31, 35, 7, 17
2015/10/23, -1, 52, 28, 20, 7, 13
2015/10/24, -1, 50, 45, 18, 4, 9
2015/10/25, -1, 40, 32, 19, 4, 10
2015/10/26, -1, 43, 23, 21, 4, 12
2015/10/27, -1, 39, 29, 22, 5, 12
2015/10/28, -1, 39, 24, 29, 4, 16
2015/10/29, -1, 39, 25, 21, 2, 14
2015/10/30, -1, 35, 24, 18, 5, 10
2015/10/31, -1, 29, 32, 16, 4, 11
2015/11/01, -1, 28, 25, 17, 4, 10
2015/11/02, -1, 29, 29, 22, 4, 12
2015/11/03, -1, 34, 40, 26, 5, 13
2015/11/04, -1, 43, 30, 29, 4, 12
2015/11/05, -1, 41, 25, 31, 7, 28
2015/11/06, -1, 45, 14, 18, 8, 37
2015/11/07, -1, 19, 16, 18, 3, 9
2015/11/08, -1, 30, 20, 23, 7, 11
2015/11/09, -1, 29, 19, 22, 5, 12
2015/11/10, -1, 35, 22, 18, 4, 10
2015/11/11, -1, 31, 23, 22, 5, 12
2015/11/12, -1, 31, 15, 32, 6, 13
2015/11/13, -1, 38, 14, 30, 7, 16
2015/11/14, -1, 38, 16, 25, 7, 13
2015/11/15, -1, 42, 15, 30, 6, 13
2015/11/16, -1, 39, 24, 18, 7, 9
2015/11/17, -1, 28, 30, 20, 5, 11
2015/11/18, -1, 32, 26, 26, 7, 10
2015/11/19, -1, 46, 18, 27, 5, 12
2015/11/20, -1, 39, 21, 24, 5, 13
2015/11/21, -1, 40, 28, 17, 7, 9
2015/11/22, -1, 37, 26, 22, 7, 11
2015/11/23, -1, 41, 28, 24, 4, 11
2015/11/24, -1, 44, 28, 17, 4, 10
2015/11/25, -1, 36, 29, 17, 5, 9
2015/11/26, -1, 32, 30, 14, 3, 10
2015/11/27, -1, 27, 31, 22, 7, 10
2015/11/28, -1, 36, 40, 23, 5, 10
2015/11/29, -1, 43, 34, 29, 4, 12
2015/11/30, -1, 49, 40, 20, 3, 12
2015/12/01, -1, 47, 31, 12, 3, 9
2015/12/02, -1, 27, 34, 17, 3, 9
2015/12/03, -1, 27, 29, 25, 3, 10
2015/12/04, -1, 37, 33, 22, 4, 9
2015/12/05, -1, 40, 30, 13, 4, 7
2015/12/06, -1, 38, 38, 19, 3, 8
2015/12/07, -1, 37, 41, 27, 4, 12
2015/12/08, -1, 45, 42, 31, 5, 14
2015/12/09, -1, 53, 76, 34, 5, 12
2015/12/10, -1, 62, 71, 20, 4, 10
2015/12/11, -1, 52, 26, 15, 3, 8
2015/12/12, -1, 26, 27, 15, 4, 9
2015/12/13, -1, 27, 59, 28, 6, 13
2015/12/14, -1, 51, 55, 38, 5, 15
2015/12/15, -1, 76, 35, 23, 2, 11
2015/12/16, -1, 51, 34, 12, 4, 9
2015/12/17, -1, 33, 34, 23, 2, 9
2015/12/18, -1, 43, 35, 33, 2, 10
2015/12/19, -1, 52, 43, 31, 3, 9
2015/12/20, -1, 56, 47, 26, 4, 10
2015/12/21, -1, 59, 35, 24, 3, 9
2015/12/22, -1, 58, 23, 30, 3, 13
2015/12/23, -1, 60, 40, 18, 4, 8
2015/12/24, -1, 46, 29, 16, 5, 10
2015/12/25, -1, 35, 37, 19, 4, 10
2015/12/26, -1, 40, 38, 22, 4, 10
2015/12/27, -1, 43, 31, 21, 3, 12
2015/12/28, -1, 50, 32, 22, 3, 12
2015/12/29, -1, 44, 32, 22, 2, 12
2015/12/30, -1, 46, -1, -1, -1, -1
2016/01/01, -1, -1, -1, 23, -1, 8
2016/01/02, -1, -1, 63, 27, 3, 12
2016/01/03, -1, 44, 66, 34, 5, 12
2016/01/04, -1, 60, 56, 29, 4, 12
2016/01/05, -1, 54, 50, 31, 3, 12
2016/01/06, -1, 58, 49, 23, 4, 11
2016/01/07, -1, 55, 19, 31, 3, 13
2016/01/08, -1, 51, 19, 15, 3, 9
2016/01/09, -1, 32, 32, 10, 2, 5
2016/01/10, -1, 26, 35, 17, 4, 7
2016/01/11, -1, 35, 31, 21, 3, 10
2016/01/12, -1, 37, 25, 17, 4, 8
2016/01/13, -1, 35, 23, 12, 3, 7
2016/01/14, -1, 33, 16, 9, 5, 7
2016/01/15, -1, 19, 15, 11, 3, 7
2016/01/16, -1, 23, 16, 9, 3, 8
2016/01/17, -1, 17, 22, 13, 3, 8
2016/01/18, -1, 23, 14, 13, 3, 7
2016/01/19, -1, 19, 19, 14, 3, 6
2016/01/20, -1, 23, 23, 16, 3, 7
2016/01/21, -1, 32, 28, 17, 5, 6
2016/01/22, -1, 31, 29, 15, 4, 6
2016/01/23, -1, 34, 21, 15, 7, 8
2016/01/24, -1, 29, 16, 21, 5, 7
2016/01/25, -1, 32, 34, 18, 5, 7
2016/01/26, -1, 44, 33, 22, 5, 8
2016/01/27, -1, 40, 50, 34, 6, 13
2016/01/28, -1, 51, 44, 37, 7, 10
2016/01/29, -1, 61, 37, 18, 6, 10
2016/01/30, -1, 46, 21, 10, 3, 8
2016/01/31, -1, 26, 33, 16, 5, 9
2016/02/01, -1, 34, 28, 19, 4, 10
2016/02/02, -1, 39, 41, 24, 6, 13
2016/02/03, -1, 44, 44, 32, 3, 14
2016/02/04, -1, 59, 45, 37, 2, 15
2016/02/05, -1, 60, 38, 19, 2, 14
2016/02/06, -1, 52, 50, 16, 3, 6
2016/02/07, -1, 62, 47, 29, 4, 9
2016/02/08, -1, 70, 52, 43, 4, 12
2016/02/09, -1, 75, 43, 52, 7, 13
2016/02/10, -1, 80, 41, 29, 5, 13
2016/02/11, -1, 61, 40, 19, 4, 12
2016/02/12, -1, 53, 26, 17, 3, 10
2016/02/13, -1, 39, 32, 14, 3, 7
2016/02/14, -1, 35, 34, 13, 3, 6
2016/02/15, -1, 32, 24, 14, 3, 6
2016/02/16, -1, 30, 49, 17, 3, 9
2016/02/17, -1, 49, 54, 15, 3, 9
2016/02/18, -1, 57, 37, 15, 3, 10
2016/02/19, -1, 53, 35, 13, 3, 9
2016/02/20, -1, 52, 38, 9, 2, 9
2016/02/21, -1, 46, 35, 9, 2, 6
2016/02/22, -1, 49, 37, 11, 3, 7
2016/02/23, -1, 49, 37, 13, 3, 7
2016/02/24, -1, 51, 45, 17, 3, 9
2016/02/25, -1, 53, 42, 18, 2, 10
2016/02/26, -1, 52, 52, 25, 3, 10
2016/02/27, -1, 59, 61, 33, 4, 14
2016/02/28, -1, 68, 62, 27, 3, 11
2016/02/29, -1, 66, 55, 29, 2, 9
2016/03/01, -1, 65, 74, 32, 6, 11
2016/03/02, -1, 80, 79, 32, 5, 11
2016/03/03, -1, 80, 47, 12, 2, 9
2016/03/04, -1, 60, 28, 8, 2, 8
2016/03/05, -1, 43, 29, 8, 2, 7
2016/03/06, -1, 39, 28, 9, 3, 9
2016/03/07, -1, 45, 30, 9, 2, 10
2016/03/08, -1, 40, 29, 9, 3, 7
2016/03/09, -1, 39, 29, 11, 2, 8
2016/03/10, -1, 40, 31, 11, 3, 7
2016/03/11, -1, 35, 27, 8, 2, 5
2016/03/12, -1, 36, 17, 6, 3, 5
2016/03/13, -1, 24, 22, 9, 5, 6
2016/03/14, -1, 26, 22, 9, 2, 6
2016/03/15, -1, 30, 29, 9, 4, 7
2016/03/16, -1, 40, 34, 10, 3, 6
2016/03/17, -1, 37, 27, 9, 4, 7
2016/03/18, -1, 40, 31, 9, 4, 5
2016/03/19, -1, 43, 31, 7, 4, 5
2016/03/20, -1, 41, 30, 9, 4, 6
2016/03/21, -1, 35, 34, 9, 3, 6
2016/03/22, -1, 42, 61, 12, 3, 8
2016/03/23, -1, 60, 96, 17, 3, 8
2016/03/24, -1, 66, 36, 12, 2, 5
2016/03/25, -1, 52, 61, 12, 4, 7
2016/03/26, -1, 56, 29, 16, 3, 6
2016/03/27, -1, 44, 58, 21, 3, 13
2016/03/28, -1, 61, 44, 18, 2, 10
2016/03/29, -1, 56, 40, 16, 2, 8
2016/03/30, -1, 54, 39, 11, 4, 8
2016/03/31, -1, 60, 39, 9, 2, 8
2016/04/01, -1, 54, 35, 10, 3, 7
2016/04/02, -1, 40, 29, 8, 3, 6
2016/04/03, -1, 33, 32, 9, 11, 7
2016/04/04, -1, 36, 27, 10, 3, 5
2016/04/05, -1, 32, 41, 8, 2, 6
2016/04/06, -1, 37, 28, 7, 2, 7
2016/04/07, -1, 37, 30, 8, 2, 7
2016/04/08, -1, 32, 26, 6, 3, 7
2016/04/09, -1, 26, 34, 5, 3, 8
2016/04/10, -1, 31, 51, 8, 3, 9
2016/04/11, -1, 44, 50, 9, 3, 9
2016/04/12, -1, 54, 39, 6, 4, 8
2016/04/13, -1, 57, 43, 5, 3, 8
2016/04/14, -1, 58, 35, 4, 3, 8
2016/04/15, -1, 50, 36, 5, 3, 10
2016/04/16, -1, 47, 26, 4, 4, 9
2016/04/17, -1, 42, 22, 6, 4, 7
2016/04/18, -1, 38, 25, 6, 3, 7
2016/04/19, -1, 31, 20, 6, 5, 7
2016/04/20, -1, 24, 24, 8, 3, 7
2016/04/21, -1, 28, 40, 8, 4, 9
2016/04/22, -1, 37, 33, 5, 5, 8
2016/04/23, -1, 36, 38, 4, 5, 8
2016/04/24, -1, 33, 32, 5, 7, 10
2016/04/25, -1, 32, 35, 6, 7, 9
2016/04/26, -1, 29, 39, 7, 7, 10
2016/04/27, -1, 35, 32, 6, 6, 10
2016/04/28, -1, 38, 30, 8, 7, 11
2016/04/29, -1, 34, 24, 12, 7, 10
2016/04/30, -1, 25, 41, 16, 6, 8
2016/05/01, -1, 25, 27, 6, 7, 9
2016/05/02, -1, 17, 26, 8, 7, 8
2016/05/03, -1, 17, 22, 7, 8, 11
2016/05/04, -1, 16, 37, 6, 8, 9
2016/05/05, -1, 17, 30, 6, 8, 9
2016/05/06, -1, 20, 28, 7, 8, 10
2016/05/07, -1, 14, 24, 3, 7, 9
2016/05/08, -1, 13, 23, 5, 8, 28
2016/05/09, -1, 12, 22, 7, 6, 25
2016/05/10, -1, 14, 32, 10, 11, 11
2016/05/11, -1, 19, 35, 9, 9, 12
2016/05/12, -1, 30, 36, 9, 10, 11
2016/05/13, -1, 26, 82, 13, 10, 11
2016/05/14, -1, 25, 38, 8, 9, 11
2016/05/15, -1, 17, 18, 37, 18, 17
2016/05/16, -1, 39, 66, 25, 12, 9
2016/05/17, -1, 32, 41, 14, 2, 7
2016/05/18, -1, 20, 52, 12, 4, 7
2016/05/19, -1, 22, 43, 15, 2, 7
2016/05/20, -1, 17, 30, 11, 2, 5
2016/05/21, -1, 13, 26, 10, 2, 5
2016/05/22, -1, 11, 38, 16, 2, 6
2016/05/23, -1, 20, 48, 14, 4, 7
2016/05/24, -1, 22, 37, 14, 3, 7
2016/05/25, -1, 25, 44, 14, 4, 6
2016/05/26, -1, 23, 36, 14, 3, 6
2016/05/27, -1, 25, 38, 12, 3, 5
2016/05/28, -1, 26, 32, 11, 2, 5
2016/05/29, -1, 28, 26, 13, 2, 6
2016/05/30, -1, 35, 22, 14, 2, 6
2016/05/31, -1, 24, 8, 15, 3, 6
2016/06/01, -1, 24, 16, 13, 12, 6
2016/06/02, -1, 21, 17, 11, 2, 6
2016/06/03, -1, 18, 24, 16, 7, 6
2016/06/04, -1, 24, 32, 14, 3, 5
2016/06/05, -1, 23, 28, 15, 3, 5
2016/06/06, -1, 28, 31, 13, 6, 4
2016/06/07, -1, 23, 25, 14, 3, 7
2016/06/08, -1, 25, 20, 12, 2, 5
2016/06/09, -1, 23, 17, 12, 2, 6
2016/06/10, -1, 23, 16, 11, 6, 5
2016/06/11, -1, 25, 18, 10, 3, 4
2016/06/12, -1, 21, 18, 10, 3, 4
2016/06/13, -1, 19, 15, 11, 6, 4
2016/06/14, -1, 16, 13, 11, 6, 5
2016/06/15, -1, 16, 7, 15, 5, 13
2016/06/16, -1, 19, 7, 16, 6, 9
2016/06/17, -1, 19, 18, 20, 3, 8
2016/06/18, -1, 25, 30, 14, 4, 7
2016/06/19, -1, 27, 20, 22, 3, 9
2016/06/20, -1, 30, 26, 21, 2, 8
2016/06/21, -1, 25, 39, 18, 10, 6
2016/06/22, -1, 19, 16, 18, 4, 7
2016/06/23, -1, 23, 14, 14, 7, 6
2016/06/24, -1, 18, 18, 9, 5, 5
2016/06/25, -1, 16, 19, 13, 4, 6
2016/06/26, -1, 18, 15, 20, 8, 8
2016/06/27, -1, 25, 19, 15, 8, 7
2016/06/28, -1, 21, 23, 16, 3, 7
2016/06/29, -1, 18, 18, 19, 5, 7
2016/06/30, -1, 22, 11, 14, 6, 7
2016/07/01, -1, 23, 13, 16, 4, 8
2016/07/02, -1, 24, 14, 14, 6, 8
2016/07/03, -1, 34, 14, 14, 6, 8
2016/07/04, -1, 38, 25, 16, 8, 10
2016/07/05, -1, 38, 17, 18, 6, 10
2016/07/06, -1, 25, 11, 17, 7, 9
2016/07/07, -1, 20, 16, 12, 8, 6
2016/07/08, -1, 19, 24, 15, 4, 7
2016/07/09, -1, 20, 16, 15, 4, 6
2016/07/10, -1, 21, 15, 10, 5, 5
2016/07/11, -1, 32, 20, 17, 7, 6
2016/07/12, -1, 39, 26, 14, 2, 7
2016/07/13, -1, 35, 11, 16, 7, 10
2016/07/14, -1, 32, 25, 11, 4, 7
2016/07/15, -1, 34, 24, 9, 4, 5
2016/07/16, -1, 32, 31, 11, 3, 5
2016/07/17, -1, 24, 36, 13, 2, 5
2016/07/18, -1, 24, 32, 13, 2, 5
2016/07/19, -1, 18, 29, 11, 2, 5
2016/07/20, -1, 17, 30, 11, 3, 5
2016/07/21, -1, 15, 22, 10, 17, 5
2016/07/22, -1, 18, 25, 13, 9, 4
2016/07/23, -1, 18, 28, 11, 2, 4
2016/07/24, -1, 21, 19, 14, 8, 5
2016/07/25, -1, 31, 42, 25, 8, 9
2016/07/26, -1, 21, 28, 17, 2, 6
2016/07/27, -1, 18, 17, 17, 14, 8
2016/07/28, -1, 21, 28, 17, 5, 6
2016/07/29, -1, 22, 20, 18, 7, 7
2016/07/30, 61, 19, 17, 15, 8, 6
2016/07/31, 68, 24, 25, 13, 7, 6
2016/08/01, 60, 20, 26, 14, 2, 6
2016/08/02, 68, 25, 21, 14, 7, 6
2016/08/03, 70, 26, 23, 16, 2, 6
2016/08/04, 66, 24, 22, 17, 3, 5
2016/08/05, 79, 35, 21, 20, 4, 6
2016/08/06, 72, 25, 28, 18, 2, 6
2016/08/07, 68, 16, 3, 19, 1, 5
2016/08/08, 59, -1, -1, -1, -1, -1
2016/08/09, 74, 25, 20, 14, 2, 6
2016/08/10, 92, 35, 22, 17, 4, 7
2016/08/11, 75, 37, 16, 13, 5, 6
2016/08/12, 63, 24, 17, 12, 2, 4
2016/08/13, 65, 25, 16, 13, 3, 4
2016/08/14, 68, 28, 15, 11, 2, 5
2016/08/15, 68, 29, 12, 15, 2, 6
2016/08/16, 68, 29, 18, 14, 2, 6
2016/08/17, 75, 40, 21, 13, 3, 5
2016/08/18, 85, 45, 17, 19, 4, 6
2016/08/19, 81, 42, 15, 18, 2, 6
2016/08/20, 73, 37, 20, 12, 3, 6
2016/08/21, 79, 43, 30, 15, 3, 6
2016/08/22, 72, 34, 20, 14, 2, 7
2016/08/23, 74, 34, 22, 16, 2, 10
2016/08/24, 78, 21, 25, 16, 2, 8
2016/08/25, 81, 25, 29, 19, 3, 11
2016/08/26, 74, 22, 29, 17, 3, 10
2016/08/27, 63, 19, 21, 11, 2, 7
2016/08/28, 66, 19, 27, 19, 2, 4
2016/08/29, 57, 23, 14, 12, 1, 2
2016/08/30, 53, 25, 7, 7, -1, -1
2016/08/31, 57, 32, 8, 6, 1, -1
2016/09/01, 63, 36, 8, 8, 1, -1
2016/09/02, 62, 29, 9, 8, 2, -1
2016/09/03, 49, 17, 17, 7, -1, -1
2016/09/04, 49, 16, 13, 7, 1, -1
2016/09/05, 50, 18, 9, 8, 3, -1
2016/09/06, 54, 17, 14, 7, 1, -1
2016/09/07, 56, 21, 8, 8, 1, -1
2016/09/08, 62, 27, 13, 9, 1, -1
2016/09/09, 79, 35, 15, 12, 1, -1
2016/09/10, 62, 26, 14, 9, 1, -1
2016/09/11, 63, 27, 9, 8, -1, -1
2016/09/12, 63, 32, 5, 10, 1, -1
2016/09/13, 67, 32, 8, 11, 1, -1
2016/09/14, 59, 24, 11, 9, 1, -1
2016/09/15, 77, 32, 13, 10, 1, -1
2016/09/16, 61, 28, 9, 16, 1, -1
2016/09/17, 65, 18, 13, 10, 1, -1
2016/09/18, 49, 19, 11, 9, -1, -1
2016/09/19, 60, 25, 14, 15, -1, -1
2016/09/20, 87, 40, 3, 20, 1, -1
2016/09/21, 84, 29, 7, 15, 1, -1
2016/09/22, 92, 35, 13, 15, -1, -1
2016/09/23, 97, 37, 9, 18, 1, -1
2016/09/24, 88, 38, 18, 15, 1, -1
2016/09/25, 54, 20, 19, 10, 1, -1
2016/09/26, 52, 29, 18, 11, 1, -1
2016/09/27, 46, 21, 10, 11, 1, -1
2016/09/28, 54, 22, 18, 9, 1, -1
2016/09/29, 51, 22, 16, 9, 1, -1
2016/09/30, 49, 21, 15, 11, 1, -1
2016/10/01, 50, 22, 8, 11, -1, -1
2016/10/02, 73, 26, 12, 12, 1, -1
2016/10/03, 60, 27, 13, 14, 1, -1
2016/10/04, 66, 31, 9, 20, 1, -1
2016/10/05, 83, 30, 7, 13, -1, -1
2016/10/06, 87, 24, 9, 10, -1, -1
2016/10/07, 69, 22, 9, 9, -1, -1
2016/10/08, 65, 23, 10, 12, -1, -1
2016/10/09, 69, 26, 13, 12, 1, -1
2016/10/10, 67, 39, 14, 16, 1, -1
2016/10/11, 87, 45, 14, 16, 1, -1
2016/10/12, 97, 55, 21, 18, 1, -1
2016/10/13, 121, 50, 21, 15, 1, -1
2016/10/14, 115, 45, 20, 16, 1, -1
2016/10/15, 100, 32, 6, 14, -1, -1
2016/10/16, 82, 41, 8, 19, 1, -1
2016/10/17, 95, 66, 22, 21, 1, -1
2016/10/18, 161, 44, 14, 16, 1, -1
2016/10/19, 96, 27, 12, 12, 1, -1
2016/10/20, 66, 27, 12, 11, 1, -1
2016/10/21, 74, 26, 11, 11, 1, -1
2016/10/22, 74, 27, 17, 9, 1, -1
2016/10/23, 80, 40, 20, 9, 1, -1
2016/10/24, 98, 38, 13, 15, 1, -1
2016/10/25, 97, 36, 9, 11, -1, -1
2016/10/26, 83, 31, 8, 9, 2, -1
2016/10/27, 70, 41, 15, 13, -1, -1
2016/10/28, 83, 36, 6, 13, -1, -1
2016/10/29, 77, 27, 11, 7, -1, -1
2016/10/30, 76, 29, 10, 9, -1, -1
2016/10/31, 62, 34, 9, 8, -1, -1
2016/11/01, 68, 25, 14, 7, -1, -1
2016/11/02, 66, 37, 12, 17, -1, -1
2016/11/03, 89, 51, 21, 21, 1, -1
2016/11/04, 110, 68, 25, 19, 1, -1
2016/11/05, 141, 75, 22, 20, 1, -1
2016/11/06, 160, 76, 13, 21, 1, -1
2016/11/07, 166, 35, 12, 12, -1, -1
2016/11/08, 96, 37, 10, 13, 1, -1
2016/11/09, 109, 36, 12, 13, -1, -1
2016/11/10, 90, 35, 17, 14, 1, -1
2016/11/11, 79, 45, 15, 18, 1, -1
2016/11/12, 77, 32, 13, 11, -1, -1
2016/11/13, 68, 46, 15, 17, 1, -1
2016/11/14, 89, 43, 14, 16, 1, -1
2016/11/15, 71, 36, 15, 16, 1, -1
2016/11/16, 73, 46, 15, 16, 1, -1
2016/11/17, 92, 52, 17, 18, 1, -1
2016/11/18, 94, 46, 14, 16, 1, -1
2016/11/19, 126, 49, 18, 15, 1, -1
2016/11/20, 113, 64, 16, 20, 1, -1
2016/11/21, 142, 58, 21, 14, 1, -1
2016/11/22, 134, 62, 22, 14, 1, -1
2016/11/23, 132, 35, 11, 14, 1, -1
2016/11/24, 95, 42, 9, 20, 1, -1
2016/11/25, 103, 36, 15, 14, -1, -1
2016/11/26, 93, 22, 16, 10, -1, -1
2016/11/27, 63, 26, 12, 10, -1, -1
2016/11/28, 71, 41, 17, 15, 1, -1
2016/11/29, 100, 51, 22, 20, 1, -1
2016/11/30, 116, 43, 20, 16, 1, -1
2016/12/01, 87, 47, 21, 15, 1, -1
2016/12/02, 95, 47, 19, 17, 1, -1
2016/12/03, 105, 44, 16, 15, 1, -1
2016/12/04, 97, 42, 15, 14, 1, -1
2016/12/05, 109, 41, 13, 14, 1, -1
2016/12/06, 113, 63, 17, 17, 1, -1
2016/12/07, 145, 68, 12, 28, 2, -1
2016/12/08, 151, 66, 23, 23, 1, -1
2016/12/09, 144, 69, 20, 21, 1, -1
2016/12/10, 148, 78, 22, 21, 2, -1
2016/12/11, 174, 72, 17, 18, 1, -1
2016/12/12, 164, 69, 14, 25, 2, -1
2016/12/13, 160, 66, 11, 21, 1, -1
2016/12/14, 153, 33, 11, 12, 1, -1
2016/12/15, 85, 34, 9, 15, 1, -1
2016/12/16, 85, 47, 21, 21, 2, -1
2016/12/17, 114, 57, 24, 21, 2, -1
2016/12/18, 139, 61, 23, 24, 2, -1
2016/12/19, 143, 60, 18, 24, 2, -1
2016/12/20, 148, 63, 15, 31, 2, -1
2016/12/21, 159, 43, 11, 15, 1, -1
2016/12/22, 107, 40, 11, 12, 1, -1
2016/12/23, 90, 49, 14, 20, 1, -1
2016/12/24, 104, 60, 23, 26, 1, -1
2016/12/25, 138, 57, 19, 22, 2, -1
2016/12/26, 154, 41, 15, 13, -1, -1
2016/12/27, 98, 39, 18, 11, 1, -1
2016/12/28, 92, 60, 18, 18, 1, -1
2016/12/29, 136, 57, 20, 15, 1, -1
2016/12/30, 135, 50, 21, 11, 1, -1
2016/12/31, 116, -1, -1, -1, -1, -1
2017/01/01, -1, 30, 18, 9, 1, -1
2017/01/02, 85, 36, 12, 12, 1, -1
2017/01/03, 104, 40, 11, 12, 1, -1
2017/01/04, 109, 58, 13, 15, 1, -1
2017/01/05, 126, 52, 9, 13, 1, -1
2017/01/06, 120, 55, 12, 16, 2, -1
2017/01/07, 130, 52, 4, 14, 1, -1
2017/01/08, 138, 41, 3, 13, 1, -1
2017/01/09, 115, 49, 3, 18, 1, -1
2017/01/10, 153, 29, 7, 11, 1, -1
2017/01/11, 88, 27, 7, 9, 1, -1
2017/01/12, 74, 38, 18, 15, 2, -1
2017/01/13, 87, 52, 27, 16, 2, -1
2017/01/14, 114, 62, 28, 15, 1, -1
2017/01/15, 141, 47, 26, 13, 1, -1
2017/01/16, 113, 40, 14, 15, 1, -1
2017/01/17, 100, 48, 15, 17, 1, -1
2017/01/18, 109, 53, 22, 18, 1, -1
2017/01/19, 124, 49, 17, 13, 1, -1
2017/01/20, 106, 47, 20, 9, 1, -1
2017/01/21, 102, 40, 19, 9, -1, -1
2017/01/22, 92, 46, 23, 10, 1, -1
2017/01/23, 102, 57, 26, 16, 1, -1
2017/01/24, 121, 63, 27, 20, 1, -1
2017/01/25, 139, 46, 20, 15, 1, -1
